REF_DATE,GEO,DGUID,Fuel type,Vehicle type,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021-01,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,3,,,,0
2021-04,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,10,,,,0
2021-07,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,9,,,,0
2021-10,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,3,,,,0
2022-01,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,6,,,,0
2022-04,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,9,,,,0
2022-07,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,20,,,,0
2022-10,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,14,,,,0
2023-01,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,16,,,,0
2023-04,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,25,,,,0
2023-07,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,28,,,,0
2023-10,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,39,,,,0
2024-01,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,31,,,,0
2024-04,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,52,,,,0
2024-07,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,36,,,,0
2024-10,Yukon,2021A000260,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490445,5231.2.1.1,29,,,,0
2017-01,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,510,,,,0
2017-04,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,619,,,,0
2017-07,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,652,,,,0
2017-10,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,450,,,,0
2018-01,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,549,,,,0
2018-04,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,577,,,,0
2018-07,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,610,,,,0
2018-10,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,439,,,,0
2019-01,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,515,,,,0
2019-04,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,544,,,,0
2019-07,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,647,,,,0
2019-10,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,483,,,,0
2020-01,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,507,,,,0
2020-04,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,345,,,,0
2020-07,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,628,,,,0
2020-10,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,567,,,,0
2021-01,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,519,,,,0
2021-04,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,557,,,,0
2021-07,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,587,,,,0
2021-10,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,475,,,,0
2022-01,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,444,,,,0
2022-04,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,523,,,,0
2022-07,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,540,,,,0
2022-10,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,390,,,,0
2023-01,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,554,,,,0
2023-04,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,543,,,,0
2023-07,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,558,,,,0
2023-10,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,508,,,,0
2024-01,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,528,,,,0
2024-04,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,545,,,,0
2024-07,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,605,,,,0
2024-10,Northwest Territories,2021A000261,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671308486,5270.4.1.1,486,,,,0
2017-01,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,1,,,,0
2017-04,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,0,,,,0
2017-07,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,0,,,,0
2017-10,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,0,,,,0
2018-01,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,0,,,,0
2018-04,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,0,,,,0
2018-07,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,1,,,,0
2018-10,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,1,,,,0
2019-01,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,0,,,,0
2019-04,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,1,,,,0
2019-07,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,0,,,,0
2019-10,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,0,,,,0
2020-01,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,0,,,,0
2020-04,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,0,,,,0
2020-07,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,3,,,,0
2020-10,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,2,,,,0
2021-01,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,1,,,,0
2021-04,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,1,,,,0
2021-07,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,2,,,,0
2021-10,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,2,,,,0
2022-01,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,4,,,,0
2022-04,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,3,,,,0
2022-07,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,6,,,,0
2022-10,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,4,,,,0
2023-01,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,1,,,,0
2023-04,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,9,,,,0
2023-07,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,1,,,,0
2023-10,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,4,,,,0
2024-01,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,1,,,,0
2024-04,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,6,,,,0
2024-07,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,11,,,,0
2024-10,Northwest Territories,2021A000261,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490484,5270.2.1.1,11,,,,0
2017-01,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2017-04,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2017-07,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2017-10,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2018-01,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2018-04,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2018-07,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2018-10,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2019-01,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2019-04,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2019-07,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2019-10,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2020-01,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2020-04,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2020-07,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2020-10,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2021-01,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2021-04,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2021-07,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2021-10,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2022-01,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,,..,,,0
2022-04,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,66,,,,0
2022-07,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,90,,,,0
2022-10,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,114,,,,0
2023-01,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,14,,,,0
2023-04,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,46,,,,0
2023-07,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,235,,,,0
2023-10,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,68,,,,0
2024-01,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,21,,,,0
2024-04,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,46,,,,0
2024-07,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,249,,,,0
2024-10,Nunavut,2021A000262,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671310299,5314.4.1.1,70,,,,0
2017-01,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2017-04,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2017-07,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2017-10,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2018-01,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2018-04,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2018-07,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2018-10,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2019-01,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2019-04,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2019-07,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2019-10,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2020-01,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2020-04,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2020-07,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2020-10,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2021-01,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2021-04,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2021-07,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2021-10,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2022-01,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,,..,,,0
2022-04,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,0,,,,0
2022-07,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,0,,,,0
2022-10,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,0,,,,0
2023-01,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,0,,,,0
2023-04,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,0,,,,0
2023-07,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,1,,,,0
2023-10,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,0,,,,0
2024-01,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,0,,,,0
2024-04,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,0,,,,0
2024-07,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,0,,,,0
2024-10,Nunavut,2021A000262,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277490528,5314.2.1.1,1,,,,0
